// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D200
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
16532	-0.101045	0.005232	-9.354181	-0.001013	0.000053	-0.093542	1.000000	0.000008	0.000025	0.000013	0.004605	0.083910	0.996463	-0.000488	-179.988557	0.530491	170.373221	-0.985876	0.167222	-0.009259	0.167231	0.985918	-0.000200	0.009095	-0.001745	-0.999957
16533	-0.087842	-0.014067	-9.318842	-0.000880	-0.000142	-0.093188	1.000000	-0.000013	0.000015	-0.000012	0.004601	0.083894	0.996464	-0.000466	-179.990987	0.529912	170.375092	-0.985881	0.167190	-0.009249	0.167199	0.985923	-0.000157	0.009092	-0.001701	-0.999957
16534	-0.087552	-0.014153	-9.318845	-0.000877	-0.000139	-0.093188	1.000000	0.000022	0.000016	0.000017	0.004594	0.083906	0.996463	-0.000479	-179.989440	0.529194	170.373733	-0.985877	0.167214	-0.009236	0.167222	0.985919	-0.000184	0.009075	-0.001726	-0.999957
16535	-0.072724	0.025859	-9.352689	-0.000728	0.000259	-0.093527	1.000000	0.000006	0.000009	0.000015	0.004595	0.083916	0.996462	-0.000477	-179.989703	0.529280	170.372534	-0.985874	0.167234	-0.009238	0.167243	0.985916	-0.000180	0.009077	-0.001722	-0.999957
16536	-0.093300	-0.008025	-9.296158	-0.000934	-0.000080	-0.092962	1.000000	0.000008	0.000016	0.000007	0.004589	0.083918	0.996462	-0.000476	-179.989773	0.528590	170.372294	-0.985873	0.167238	-0.009226	0.167247	0.985915	-0.000178	0.009066	-0.001719	-0.999957
16537	-0.105831	0.011175	-9.331507	-0.001060	0.000112	-0.093315	1.000000	0.000008	0.000016	0.000007	0.004583	0.083920	0.996462	-0.000475	-179.989842	0.527918	170.372049	-0.985873	0.167243	-0.009214	0.167251	0.985914	-0.000177	0.009054	-0.001716	-0.999958
16538	-0.086427	-0.014856	-9.318854	-0.000866	-0.000148	-0.093189	1.000000	0.000010	0.000022	-0.000002	0.004571	0.083914	0.996462	-0.000475	-179.989713	0.526474	170.372772	-0.985875	0.167230	-0.009189	0.167239	0.985916	-0.000180	0.009029	-0.001714	-0.999958
16539	-0.075670	0.001846	-9.347124	-0.000758	0.000019	-0.093471	1.000000	0.000009	0.000015	-0.000001	0.004566	0.083909	0.996463	-0.000475	-179.989695	0.525900	170.373389	-0.985877	0.167220	-0.009179	0.167228	0.985918	-0.000180	0.009019	-0.001712	-0.999958
16540	-0.062697	-0.017573	-9.311777	-0.000627	-0.000176	-0.093118	1.000000	-0.000001	0.000001	0.000008	0.004575	0.083911	0.996463	-0.000466	-179.990789	0.526913	170.373076	-0.985876	0.167225	-0.009196	0.167234	0.985917	-0.000161	0.009040	-0.001696	-0.999958
16541	-0.081581	0.008302	-9.324437	-0.000817	0.000083	-0.093244	1.000000	0.000000	0.000016	0.000006	0.004570	0.083913	0.996463	-0.000457	-179.991732	0.526213	170.372946	-0.985876	0.167227	-0.009184	0.167236	0.985917	-0.000144	0.009031	-0.001678	-0.999958
16542	-0.098444	0.004177	-9.354209	-0.000984	0.000042	-0.093542	1.000000	0.000008	-0.000000	0.000001	0.004580	0.083909	0.996463	-0.000457	-179.991835	0.527391	170.373364	-0.985877	0.167220	-0.009205	0.167228	0.985918	-0.000142	0.009051	-0.001680	-0.999958
16543	-0.089664	-0.038840	-9.313284	-0.000898	-0.000386	-0.093133	1.000000	0.000022	0.000016	0.000017	0.004573	0.083921	0.996462	-0.000470	-179.990321	0.526708	170.371989	-0.985873	0.167244	-0.009193	0.167252	0.985914	-0.000169	0.009035	-0.001704	-0.999958
16544	-0.070574	0.024545	-9.352709	-0.000707	0.000246	-0.093527	1.000000	0.000008	0.000016	0.000007	0.004567	0.083923	0.996462	-0.000469	-179.990391	0.526019	170.371750	-0.985872	0.167248	-0.009181	0.167256	0.985913	-0.000168	0.009023	-0.001701	-0.999958
16545	-0.074615	0.001076	-9.347132	-0.000746	0.000011	-0.093471	1.000000	0.000000	-0.000000	-0.000000	0.004578	0.083918	0.996462	-0.000461	-179.991331	0.527207	170.372282	-0.985874	0.167239	-0.009201	0.167247	0.985915	-0.000151	0.009046	-0.001688	-0.999958
16546	-0.080694	0.007456	-9.324446	-0.000808	0.000076	-0.093244	1.000000	0.000016	0.000016	0.000008	0.004572	0.083922	0.996462	-0.000468	-179.990532	0.526563	170.371913	-0.985873	0.167245	-0.009190	0.167254	0.985914	-0.000165	0.009033	-0.001700	-0.999958
16547	-0.084744	-0.016155	-9.318868	-0.000847	-0.000161	-0.093189	1.000000	0.000008	-0.000000	0.000001	0.004582	0.083918	0.996462	-0.000468	-179.990606	0.527762	170.372319	-0.985874	0.167238	-0.009211	0.167247	0.985915	-0.000164	0.009054	-0.001702	-0.999958
16548	-0.070054	0.023982	-9.352715	-0.000701	0.000240	-0.093527	1.000000	0.000006	0.000009	0.000015	0.004583	0.083928	0.996461	-0.000466	-179.990875	0.527827	170.371116	-0.985870	0.167259	-0.009212	0.167267	0.985912	-0.000159	0.009056	-0.001698	-0.999958
16549	-0.107804	-0.013999	-9.325954	-0.001078	-0.000139	-0.093260	1.000000	0.000014	0.000000	0.000010	0.004592	0.083933	0.996461	-0.000472	-179.990234	0.528920	170.370559	-0.985868	0.167268	-0.009231	0.167277	0.985910	-0.000170	0.009073	-0.001712	-0.999957
16550	-0.090672	-0.010109	-9.296182	-0.000908	-0.000101	-0.092962	1.000000	0.000003	0.000013	-0.000017	0.004589	0.083912	0.996463	-0.000467	-179.990809	0.528543	170.373031	-0.985875	0.167226	-0.009225	0.167234	0.985917	-0.000160	0.009068	-0.001701	-0.999957
16551	-0.073901	0.000139	-9.347138	-0.000739	0.000002	-0.093471	1.000000	0.000007	0.000001	0.000009	0.004599	0.083916	0.996462	-0.000466	-179.991026	0.529581	170.372603	-0.985874	0.167233	-0.009243	0.167242	0.985916	-0.000157	0.009086	-0.001700	-0.999957
16552	-0.056808	0.004136	-9.317366	-0.000569	0.000041	-0.093174	1.000000	-0.000000	0.000009	0.000007	0.004601	0.083917	0.996462	-0.000457	-179.992043	0.529720	170.372391	-0.985873	0.167237	-0.009245	0.167245	0.985915	-0.000139	0.009092	-0.001683	-0.999957
16553	-0.086188	0.013069	-9.301766	-0.000862	0.000131	-0.093018	1.000000	0.000008	-0.000000	0.000001	0.004611	0.083914	0.996462	-0.000457	-179.992164	0.530926	170.372797	-0.985874	0.167230	-0.009266	0.167238	0.985917	-0.000137	0.009113	-0.001684	-0.999957
16554	-0.103046	0.008941	-9.331541	-0.001032	0.000089	-0.093315	1.000000	0.000000	0.000016	0.000006	0.004605	0.083915	0.996462	-0.000448	-179.993104	0.530192	170.372687	-0.985874	0.167232	-0.009253	0.167240	0.985916	-0.000120	0.009103	-0.001666	-0.999957
16555	-0.083859	-0.017000	-9.318874	-0.000839	-0.000169	-0.093189	1.000000	0.000008	-0.000000	0.000001	0.004616	0.083911	0.996462	-0.000448	-179.993202	0.531399	170.373096	-0.985875	0.167225	-0.009275	0.167233	0.985917	-0.000119	0.009124	-0.001668	-0.999957
16556	-0.073376	-0.000281	-9.347142	-0.000734	-0.000002	-0.093471	1.000000	0.000008	0.000007	0.000000	0.004619	0.083907	0.996463	-0.000448	-179.993228	0.531703	170.373616	-0.985877	0.167216	-0.009280	0.167224	0.985919	-0.000118	0.009129	-0.001668	-0.999957
16557	-0.090219	-0.004330	-9.376917	-0.000903	-0.000044	-0.093769	1.000000	-0.000009	0.000010	0.000013	0.004620	0.083915	0.996462	-0.000431	-179.995233	0.531668	170.372679	-0.985874	0.167232	-0.009279	0.167240	0.985916	-0.000083	0.009135	-0.001634	-0.999957
16558	-0.089697	-0.010736	-9.296191	-0.000898	-0.000105	-0.092962	1.000000	0.000022	0.000007	0.000010	0.004621	0.083920	0.996462	-0.000445	-179.993641	0.531943	170.372078	-0.985872	0.167242	-0.009284	0.167250	0.985914	-0.000111	0.009135	-0.001662	-0.999957
16559	-0.079485	0.012133	-9.405188	-0.000796	0.000122	-0.094052	1.000000	0.000007	0.000008	0.000008	0.004623	0.083923	0.996461	-0.000444	-179.993762	0.532148	170.371734	-0.985871	0.167248	-0.009288	0.167256	0.985913	-0.000109	0.009139	-0.001661	-0.999957
16560	-0.112563	-0.008617	-9.303283	-0.001127	-0.000086	-0.093033	1.000000	0.000001	0.000015	-0.000002	0.004618	0.083916	0.996462	-0.000436	-179.994580	0.531533	170.372485	-0.985873	0.167235	-0.009277	0.167243	0.985916	-0.000095	0.009130	-0.001645	-0.999957
16561	-0.078619	0.005687	-9.324465	-0.000788	0.000058	-0.093245	1.000000	0.000008	0.000016	0.000007	0.004613	0.083919	0.996462	-0.000435	-179.994648	0.530893	170.372230	-0.985873	0.167239	-0.009266	0.167247	0.985915	-0.000093	0.009120	-0.001642	-0.999957
16562	-0.072156	-0.000974	-9.347152	-0.000722	-0.000009	-0.093472	1.000000	0.000006	0.000009	0.000015	0.004613	0.083929	0.996461	-0.000433	-179.994917	0.530958	170.371028	-0.985869	0.167260	-0.009267	0.167268	0.985911	-0.000089	0.009121	-0.001637	-0.999957
16563	-0.084323	0.012001	-9.301784	-0.000845	0.000120	-0.093018	1.000000	0.000003	0.000022	-0.000010	0.004602	0.083914	0.996462	-0.000427	-179.995487	0.529557	170.372761	-0.985875	0.167230	-0.009242	0.167238	0.985917	-0.000079	0.009099	-0.001623	-0.999957
16564	-0.082084	-0.018084	-9.318888	-0.000821	-0.000180	-0.093189	1.000000	0.000014	0.000000	0.000010	0.004611	0.083919	0.996462	-0.000433	-179.994843	0.530660	170.372188	-0.985873	0.167240	-0.009262	0.167248	0.985915	-0.000090	0.009116	-0.001638	-0.999957
16565	-0.082156	-0.018280	-9.318887	-0.000821	-0.000182	-0.093189	1.000000	0.000007	-0.000008	0.000002	0.004629	0.083916	0.996462	-0.000433	-179.995032	0.532763	170.372491	-0.985873	0.167235	-0.009298	0.167243	0.985916	-0.000087	0.009153	-0.001641	-0.999957
16566	-0.075925	-0.024944	-9.341571	-0.000760	-0.000249	-0.093416	1.000000	0.000007	0.000008	0.000008	0.004631	0.083919	0.996462	-0.000432	-179.995179	0.532948	170.372150	-0.985872	0.167241	-0.009302	0.167249	0.985915	-0.000084	0.009156	-0.001639	-0.999957
16567	-0.067312	0.021763	-9.352740	-0.000675	0.000218	-0.093527	1.000000	0.000001	0.000015	-0.000002	0.004626	0.083913	0.996462	-0.000425	-179.995974	0.532318	170.372908	-0.985875	0.167228	-0.009291	0.167236	0.985917	-0.000070	0.009148	-0.001623	-0.999957
16568	-0.100749	0.007297	-9.331567	-0.001008	0.000074	-0.093316	1.000000	0.000007	0.000008	0.000008	0.004628	0.083916	0.996462	-0.000424	-179.996122	0.532502	170.372566	-0.985873	0.167234	-0.009294	0.167241	0.985916	-0.000068	0.009152	-0.001621	-0.999957
16569	-0.075274	-0.025325	-9.341575	-0.000754	-0.000252	-0.093416	1.000000	0.000017	0.000014	0.000000	0.004622	0.083911	0.996462	-0.000431	-179.995217	0.531979	170.373061	-0.985875	0.167225	-0.009285	0.167233	0.985917	-0.000083	0.009140	-0.001635	-0.999957
16570	-0.066728	0.021255	-9.352746	-0.000667	0.000213	-0.093527	1.000000	0.000006	0.000002	0.000016	0.004631	0.083923	0.996461	-0.000429	-179.995564	0.532917	170.371757	-0.985871	0.167248	-0.009301	0.167255	0.985914	-0.000077	0.009157	-0.001632	-0.999957
16571	-0.094000	0.000202	-9.354256	-0.000941	0.000003	-0.093543	1.000000	0.000009	0.000015	-0.000001	0.004626	0.083917	0.996462	-0.000429	-179.995497	0.532336	170.372387	-0.985873	0.167237	-0.009291	0.167245	0.985915	-0.000079	0.009147	-0.001631	-0.999957
16572	-0.065889	0.014682	-9.272021	-0.000661	0.000148	-0.092720	1.000000	0.000010	0.000022	-0.000002	0.004613	0.083911	0.996462	-0.000429	-179.995367	0.530893	170.373111	-0.985875	0.167224	-0.009266	0.167232	0.985918	-0.000081	0.009122	-0.001629	-0.999957
16573	-0.082597	0.010335	-9.301802	-0.000827	0.000105	-0.093018	1.000000	0.000021	0.000009	0.000018	0.004613	0.083924	0.996461	-0.000442	-179.993891	0.530992	170.371670	-0.985871	0.167249	-0.009267	0.167257	0.985913	-0.000107	0.009119	-0.001655	-0.999957
16574	-0.093210	-0.000466	-9.354264	-0.000933	-0.000005	-0.093543	1.000000	0.000001	0.000008	-0.000001	0.004616	0.083918	0.996462	-0.000434	-179.994786	0.531250	170.372319	-0.985873	0.167238	-0.009272	0.167246	0.985915	-0.000091	0.009126	-0.001640	-0.999957
16575	-0.088546	0.016513	-9.279123	-0.000886	0.000167	-0.092791	1.000000	0.000016	0.000007	0.000001	0.004618	0.083914	0.996462	-0.000442	-179.993917	0.531589	170.372713	-0.985874	0.167231	-0.009278	0.167239	0.985916	-0.000106	0.009129	-0.001656	-0.999957
16576	-0.093001	-0.000759	-9.354266	-0.000930	-0.000008	-0.093543	1.000000	-0.000001	0.000001	0.000008	0.004628	0.083917	0.996462	-0.000433	-179.995012	0.532602	170.372400	-0.985873	0.167236	-0.009296	0.167244	0.985915	-0.000087	0.009150	-0.001640	-0.999957
16577	-0.056895	-0.022694	-9.311803	-0.000570	-0.000226	-0.093118	1.000000	0.000015	0.000008	0.000009	0.004630	0.083921	0.996462	-0.000440	-179.994301	0.532862	170.371933	-0.985872	0.167244	-0.009300	0.167253	0.985914	-0.000099	0.009152	-0.001654	-0.999957
16578	-0.099010	0.005434	-9.331587	-0.000991	0.000055	-0.093316	1.000000	0.000008	0.000007	0.000000	0.004632	0.083917	0.996462	-0.000440	-179.994326	0.533166	170.372453	-0.985873	0.167236	-0.009305	0.167244	0.985916	-0.000099	0.009158	-0.001654	-0.999957
16579	-0.063088	-0.010258	-9.369853	-0.000632	-0.000102	-0.093699	1.000000	0.000007	0.000017	0.000014	0.004625	0.083926	0.996461	-0.000438	-179.994524	0.532340	170.371364	-0.985870	0.167254	-0.009291	0.167262	0.985912	-0.000096	0.009144	-0.001648	-0.999957
16580	-0.075331	0.002677	-9.324493	-0.000754	0.000028	-0.093245	1.000000	0.000008	0.000007	0.000000	0.004628	0.083922	0.996462	-0.000437	-179.994549	0.532644	170.371884	-0.985871	0.167245	-0.009296	0.167253	0.985914	-0.000095	0.009149	-0.001649	-0.999957
16581	-0.092169	-0.001520	-9.354274	-0.000923	-0.000015	-0.093543	1.000000	0.000006	0.000009	0.000015	0.004629	0.083932	0.996461	-0.000435	-179.994811	0.532708	170.370697	-0.985868	0.167266	-0.009297	0.167274	0.985910	-0.000091	0.009151	-0.001644	-0.999957
16582	-0.075018	0.002479	-9.324496	-0.000751	0.000025	-0.093245	1.000000	0.000001	0.000008	-0.000001	0.004631	0.083926	0.996461	-0.000428	-179.995707	0.532967	170.371346	-0.985870	0.167255	-0.009302	0.167263	0.985912	-0.000075	0.009158	-0.001630	-0.999957
16583	-0.091875	-0.001738	-9.354277	-0.000919	-0.000016	-0.093543	1.000000	0.000016	0.000007	0.000001	0.004634	0.083923	0.996461	-0.000436	-179.994834	0.533348	170.371729	-0.985871	0.167248	-0.009309	0.167256	0.985913	-0.000090	0.009162	-0.001646	-0.999957
16584	-0.080904	0.008714	-9.301818	-0.000811	0.000087	-0.093018	1.000000	0.000000	0.000016	0.000006	0.004628	0.083924	0.996461	-0.000427	-179.995773	0.532614	170.371619	-0.985871	0.167250	-0.009296	0.167258	0.985913	-0.000074	0.009152	-0.001628	-0.999957
16585	-0.074452	0.002023	-9.324500	-0.000745	0.000022	-0.093245	1.000000	0.000016	0.000007	0.000001	0.004631	0.083921	0.996462	-0.000435	-179.994906	0.532972	170.372009	-0.985872	0.167243	-0.009302	0.167251	0.985914	-0.000089	0.009156	-0.001643	-0.999957
16586	-0.101741	-0.019106	-9.326013	-0.001018	-0.000190	-0.093260	1.000000	0.000007	0.000008	0.000008	0.004633	0.083924	0.996461	-0.000433	-179.995054	0.533157	170.371667	-0.985871	0.167249	-0.009305	0.167257	0.985913	-0.000086	0.009160	-0.001641	-0.999957
16587	-0.074076	0.001677	-9.324503	-0.000742	0.000017	-0.093245	1.000000	0.000007	0.000017	0.000014	0.004626	0.083933	0.996461	-0.000431	-179.995239	0.532378	170.370567	-0.985868	0.167268	-0.009292	0.167276	0.985910	-0.000083	0.009147	-0.001636	-0.999957
16588	-0.130745	-0.010357	-9.310441	-0.001308	-0.000103	-0.093104	1.000000	0.000008	0.000007	0.000000	0.004629	0.083929	0.996461	-0.000431	-179.995264	0.532681	170.371086	-0.985869	0.167259	-0.009297	0.167267	0.985912	-0.000083	0.009152	-0.001637	-0.999957
16589	-0.073651	0.001437	-9.324507	-0.000738	0.000015	-0.093245	1.000000	0.000002	0.000014	-0.000009	0.004625	0.083914	0.996462	-0.000425	-179.995960	0.532186	170.372708	-0.985874	0.167231	-0.009288	0.167239	0.985916	-0.000071	0.009146	-0.001623	-0.999957
16590	-0.067281	-0.005331	-9.347186	-0.000673	-0.000051	-0.093472	1.000000	0.000022	-0.000000	0.000011	0.004634	0.083921	0.996462	-0.000439	-179.994446	0.533335	170.372005	-0.985872	0.167243	-0.009308	0.167251	0.985914	-0.000097	0.009161	-0.001652	-0.999957
16591	-0.090360	-0.003130	-9.354291	-0.000905	-0.000031	-0.093543	1.000000	0.000008	0.000016	0.000007	0.004628	0.083923	0.996461	-0.000438	-179.994504	0.532644	170.371774	-0.985871	0.167247	-0.009296	0.167255	0.985914	-0.000096	0.009149	-0.001649	-0.999957
16592	-0.089757	-0.009443	-9.273563	-0.000899	-0.000094	-0.092736	1.000000	0.000000	0.000016	0.000006	0.004622	0.083924	0.996461	-0.000429	-179.995443	0.531909	170.371665	-0.985871	0.167249	-0.009283	0.167257	0.985913	-0.000080	0.009139	-0.001631	-0.999957
16593	-0.085691	0.020190	-9.359888	-0.000857	0.000202	-0.093599	1.000000	-0.000001	0.000001	0.000008	0.004631	0.083926	0.996461	-0.000420	-179.996529	0.532890	170.371366	-0.985870	0.167254	-0.009301	0.167262	0.985912	-0.000061	0.009159	-0.001615	-0.999957
16594	-0.059984	-0.018531	-9.289138	-0.000601	-0.000184	-0.092891	1.000000	0.000009	0.000015	-0.000001	0.004626	0.083921	0.996462	-0.000420	-179.996477	0.532320	170.371987	-0.985872	0.167244	-0.009291	0.167251	0.985914	-0.000061	0.009149	-0.001614	-0.999957
16595	-0.083055	-0.016187	-9.296245	-0.000831	-0.000161	-0.092962	1.000000	0.000006	0.000002	0.000016	0.004635	0.083932	0.996461	-0.000418	-179.996805	0.533265	170.370684	-0.985868	0.167266	-0.009307	0.167274	0.985910	-0.000056	0.009167	-0.001612	-0.999957
16596	-0.072441	0.000604	-9.324516	-0.000726	0.000006	-0.093245	1.000000	0.000000	0.000016	0.000006	0.004629	0.083933	0.996461	-0.000410	-179.997744	0.532530	170.370574	-0.985868	0.167268	-0.009294	0.167275	0.985910	-0.000039	0.009157	-0.001594	-0.999957
16597	-0.095381	0.003058	-9.331626	-0.000955	0.000031	-0.093316	1.000000	0.000002	0.000014	-0.000009	0.004625	0.083919	0.996462	-0.000403	-179.998449	0.532033	170.372194	-0.985872	0.167240	-0.009286	0.167247	0.985915	-0.000027	0.009150	-0.001580	-0.999957
16598	-0.071941	0.000428	-9.324520	-0.000720	0.000006	-0.093245	1.000000	0.000014	0.000009	0.000016	0.004626	0.083930	0.996461	-0.000408	-179.997849	0.532142	170.370862	-0.985869	0.167263	-0.009288	0.167271	0.985911	-0.000038	0.009150	-0.001591	-0.999957
16599	-0.077965	0.006692	-9.301845	-0.000781	0.000068	-0.093018	1.000000	0.000017	0.000014	0.000000	0.004621	0.083926	0.996461	-0.000416	-179.996917	0.531627	170.371355	-0.985870	0.167254	-0.009279	0.167262	0.985912	-0.000054	0.009139	-0.001605	-0.999957
16600	-0.075800	-0.023468	-9.318929	-0.000758	-0.000234	-0.093189	1.000000	0.000008	-0.000000	0.000001	0.004631	0.083923	0.996461	-0.000416	-179.997021	0.532805	170.371772	-0.985871	0.167247	-0.009299	0.167255	0.985914	-0.000052	0.009159	-0.001607	-0.999957
16601	-0.094746	0.002191	-9.331632	-0.000948	0.000023	-0.093316	1.000000	0.000015	0.000008	0.000009	0.004632	0.083927	0.996461	-0.000423	-179.996286	0.533012	170.371307	-0.985870	0.167255	-0.009303	0.167263	0.985912	-0.000065	0.009161	-0.001620	-0.999957
16602	-0.065072	-0.006996	-9.347201	-0.000652	-0.000070	-0.093472	1.000000	0.000002	0.000014	-0.000009	0.004628	0.083913	0.996462	-0.000416	-179.996981	0.532516	170.372919	-0.985875	0.167228	-0.009294	0.167235	0.985917	-0.000053	0.009154	-0.001606	-0.999957
16603	-0.083654	0.012574	-9.279174	-0.000837	0.000126	-0.092792	1.000000	0.000006	0.000002	0.000016	0.004637	0.083924	0.996461	-0.000414	-179.997306	0.533441	170.371617	-0.985871	0.167250	-0.009310	0.167258	0.985913	-0.000047	0.009171	-0.001604	-0.999957
16604	-0.088064	-0.004719	-9.354313	-0.000881	-0.000046	-0.093543	1.000000	0.000008	0.000007	0.000000	0.004639	0.083919	0.996462	-0.000414	-179.997332	0.533745	170.372136	-0.985872	0.167241	-0.009315	0.167249	0.985915	-0.000047	0.009176	-0.001604	-0.999957
16605	-0.081403	-0.017644	-9.296257	-0.000815	-0.000176	-0.092963	1.000000	0.000008	0.000007	0.000000	0.004642	0.083915	0.996462	-0.000414	-179.997340	0.534081	170.372650	-0.985873	0.167232	-0.009321	0.167240	0.985916	-0.000046	0.009182	-0.001605	-0.999957
16606	-0.075076	-0.024321	-9.318933	-0.000751	-0.000243	-0.093189	1.000000	0.000006	0.000002	0.000016	0.004651	0.083926	0.996461	-0.000412	-179.997688	0.535020	170.371346	-0.985870	0.167255	-0.009338	0.167262	0.985912	-0.000040	0.009199	-0.001602	-0.999956
16607	-0.100197	0.007810	-9.308966	-0.001003	0.000080	-0.093090	1.000000	0.000025	0.000013	-0.000006	0.004646	0.083916	0.996462	-0.000428	-179.995779	0.534639	170.372580	-0.985873	0.167233	-0.009331	0.167241	0.985916	-0.000074	0.009187	-0.001633	-0.999956
16608	-0.066239	0.021871	-9.330128	-0.000664	0.000219	-0.093301	1.000000	0.000007	0.000017	0.000014	0.004639	0.083925	0.996461	-0.000426	-179.995971	0.533830	170.371479	-0.985870	0.167252	-0.009317	0.167260	0.985913	-0.000070	0.009174	-0.001628	-0.999957
16609	-0.127198	-0.013530	-9.310486	-0.001272	-0.000135	-0.093105	1.000000	0.000008	-0.000000	0.000001	0.004649	0.083921	0.996461	-0.000426	-179.996053	0.534981	170.371904	-0.985871	0.167245	-0.009337	0.167253	0.985914	-0.000069	0.009194	-0.001630	-0.999956
16610	-0.093374	0.000683	-9.331647	-0.000935	0.000008	-0.093316	1.000000	0.000008	0.000016	0.000007	0.004643	0.083923	0.996461	-0.000425	-179.996123	0.534291	170.371665	-0.985871	0.167249	-0.009325	0.167257	0.985913	-0.000068	0.009182	-0.001626	-0.999957
16611	-0.076245	0.004752	-9.301861	-0.000762	0.000047	-0.093019	1.000000	-0.000008	0.000000	-0.000001	0.004654	0.083918	0.996462	-0.000410	-179.997950	0.535394	170.372342	-0.985872	0.167237	-0.009344	0.167245	0.985915	-0.000036	0.009207	-0.001598	-0.999956
16612	-0.110135	-0.003540	-9.361436	-0.001102	-0.000033	-0.093614	1.000000	0.000023	0.000006	0.000003	0.004656	0.083915	0.996462	-0.000425	-179.996237	0.535788	170.372602	-0.985873	0.167233	-0.009351	0.167241	0.985916	-0.000066	0.009208	-0.001629	-0.999956
16613	-0.065634	0.021251	-9.330134	-0.000657	0.000212	-0.093301	1.000000	-0.000003	0.000003	0.000023	0.004664	0.083933	0.996460	-0.000414	-179.997560	0.536505	170.370579	-0.985867	0.167268	-0.009364	0.167275	0.985910	-0.000043	0.009225	-0.001608	-0.999956
16614	-0.063442	-0.008752	-9.347211	-0.000636	-0.000087	-0.093472	1.000000	0.000010	0.000014	-0.000008	0.004660	0.083920	0.996462	-0.000415	-179.997385	0.536055	170.372061	-0.985871	0.167242	-0.009356	0.167250	0.985915	-0.000046	0.009216	-0.001610	-0.999956
16615	-0.086394	-0.006582	-9.354327	-0.000865	-0.000064	-0.093543	1.000000	0.000023	0.000015	0.000009	0.004653	0.083924	0.996461	-0.000429	-179.995709	0.535443	170.371568	-0.985870	0.167251	-0.009345	0.167259	0.985913	-0.000075	0.009201	-0.001637	-0.999956
16616	-0.111506	0.025492	-9.344370	-0.001115	0.000256	-0.093444	1.000000	0.000014	0.000000	0.000010	0.004662	0.083929	0.996461	-0.000436	-179.995065	0.536546	170.370994	-0.985868	0.167261	-0.009364	0.167269	0.985911	-0.000086	0.009218	-0.001651	-0.999956
16617	-0.073348	-0.026457	-9.318941	-0.000735	-0.000264	-0.093189	1.000000	0.000009	0.000015	-0.000001	0.004657	0.083924	0.996461	-0.000436	-179.994996	0.535982	170.371618	-0.985870	0.167250	-0.009355	0.167258	0.985913	-0.000087	0.009208	-0.001651	-0.999956
16618	-0.104512	0.012206	-9.286316	-0.001047	0.000124	-0.092863	1.000000	0.000025	0.000022	0.000001	0.004644	0.083920	0.996462	-0.000451	-179.993127	0.534629	170.372081	-0.985872	0.167242	-0.009331	0.167250	0.985914	-0.000120	0.009179	-0.001679	-0.999956
16619	-0.081412	0.015710	-9.359935	-0.000814	0.000157	-0.093599	1.000000	-0.000002	-0.000007	0.000008	0.004661	0.083924	0.996461	-0.000443	-179.994272	0.536519	170.371663	-0.985870	0.167249	-0.009364	0.167257	0.985913	-0.000100	0.009215	-0.001665	-0.999956
16620	-0.078960	-0.020362	-9.296272	-0.000792	-0.000204	-0.092963	1.000000	-0.000006	0.000023	-0.000004	0.004649	0.083915	0.996462	-0.000428	-179.995881	0.534984	170.372647	-0.985873	0.167232	-0.009337	0.167240	0.985916	-0.000072	0.009194	-0.001632	-0.999956
16621	-0.085172	-0.007756	-9.354337	-0.000853	-0.000076	-0.093543	1.000000	0.000021	0.000009	0.000018	0.004649	0.083928	0.996461	-0.000441	-179.994410	0.535150	170.371189	-0.985869	0.167257	-0.009340	0.167265	0.985912	-0.000098	0.009192	-0.001658	-0.999956
16622	-0.091352	-0.001408	-9.331666	-0.000913	-0.000014	-0.093317	1.000000	0.000001	-0.000001	-0.000008	0.004661	0.083915	0.996462	-0.000434	-179.995260	0.536402	170.372597	-0.985873	0.167233	-0.009362	0.167241	0.985916	-0.000083	0.009216	-0.001647	-0.999956
16623	-0.091207	-0.001552	-9.331668	-0.000914	-0.000014	-0.093317	1.000000	0.000015	0.000017	0.000016	0.004654	0.083926	0.996461	-0.000439	-179.994584	0.535647	170.371372	-0.985870	0.167254	-0.009349	0.167262	0.985912	-0.000095	0.009201	-0.001657	-0.999956
16624	-0.074184	0.008580	-9.382615	-0.000743	0.000086	-0.093826	1.000000	0.000000	0.000016	0.000006	0.004648	0.083927	0.996461	-0.000431	-179.995523	0.534911	170.371263	-0.985869	0.167256	-0.009336	0.167264	0.985912	-0.000078	0.009191	-0.001639	-0.999956
